"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
1,3314,2011,"Fun.","We Are Young (Feat. Janelle Monáe)","True",0,"male",7,"Pop",0,7505311,NULL
100,1,2011,"The Game","Martians Vs Goblins","True",0,"male",2,"Rap/Hip hop",10,1790720,NULL
62,39,2011,"The Game","Red Nation","True",0,"male",4,"Rap/Hip hop",10,1790721,NULL
79,25,2011,"Garrett Hedlund & Leighton Meester","Give In to Me","True",0,"duet",5,"Country",0,11431201,NULL
18,2086,2011,"Gavin DeGraw","Not Over You","True",0,"male",5,"Country",0,1813266,NULL
46,718,2011,"George Strait","Here For A Good Time","True",0,"male",5,"Country",0,1743897,NULL
57,44,2011,"Glee Cast","Do You Wanna Touch Me (Oh Yeah)","True",0,"female",7,"Pop",0,1671421,NULL
23,109,2011,"Glee Cast","Landslide","True",0,"male",7,"Pop",0,1671423,NULL
66,35,2011,"Glee Cast","Turning Tables (Glee Cast Version)","True",0,"female",5,"Pop",0,1701731,NULL
29,83,2011,"Glee Cast","Rolling In The Deep (Glee Cast Version) (Feat. Jonathan Groff)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,9,2011,"Glee Cast Featuring Kristin Chenoweth","Dreams","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,13,2011,"Glee Cast","ABC","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,14,2011,"Glee Cast","All By Myself","True",0,"female",8,"Pop",0,1698158,NULL
62,39,2011,"Glee Cast","Animal","True",0,"duet",6,"Pop",0,7245737,NULL
80,21,2011,"Glee Cast","As If We Never Said Goodbye","True",0,"female",5,"Pop",0,1716001,NULL
93,8,2011,"Glee Cast","As Long As You're There","True",0,"female",5,"Pop",0,1716014,NULL
47,54,2011,"Glee Cast","Baby","True",0,"male",6,"Pop",0,1671416,NULL
82,19,2011,"Glee Cast","Back To Black","True",0,"female",5,"Pop",0,1717449,NULL
44,79,2011,"Glee Cast","Bills, Bills, Bills","True",0,"male",7,"R&B",0,1651913,NULL
37,64,2011,"Glee Cast","Blackbird","True",0,"female",3,"Pop",0,1699311,NULL
55,46,2011,"Glee Cast","Blame It (On The Alcohol)","True",0,"duet",6,"Pop",0,1667681,NULL
44,57,2011,"Glee Cast","Born This Way (Glee Cast Version)","True",0,"female",3,"Pop",2,1701714,NULL
71,30,2011,"Glee Cast","Candles","True",0,"duet",6,"Pop",0,7251350,NULL
89,12,2011,"Glee Cast","Constant Craving","True",0,"female",6,"Pop",0,1880610,NULL
74,27,2011,"Glee Cast","Dancing Queen (Glee Cast Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,9,2011,"Glee Cast (Holiday)","Do They Know It's Christmas","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,22,2011,"Glee Cast","Don't Stop","True",0,"duet",6,"Pop",0,1716006,NULL
49,52,2011,"Glee Cast","Don't You Want Me","True",0,"duet",6,"Pop",0,1664272,NULL
56,45,2011,"Glee Cast","Fat Bottomed Girls","True",2,"male",6,"Pop",2,1657929,NULL
34,73,2011,"Glee Cast","Firework (Glee Cast Version)","True",0,"female",5,"Pop",0,6891384,NULL
53,48,2011,"Glee Cast","Fix You (Glee Cast Version)","True",5,"male",8,"Pop",0,7313551,"https://p.scdn.co/mp3-preview/b1640815319b2df5ddfac27a28f016319a281468?cid=635a94c846854eb29813825c79d704a2"
58,43,2011,"Glee Cast","For Good","True",0,"female",4,"Pop",0,1717270,NULL
34,68,2011,"Glee Cast","Friday (Glee Cast Version)","True",0,"male",6,"Dance",4,7112051,NULL
16,113,2011,"Glee Cast","Get It Right","True",0,"female",7,"Pop",0,1671424,NULL
59,42,2011,"Glee Cast","Girls Just Want To Have Fun","True",0,"male",3,"Pop",0,1880608,NULL
45,56,2011,"Glee Cast","Go Your Own Way (Glee Cast Version)","True",0,"female",5,"Pop",0,1708587,NULL
53,48,2011,"Glee Cast","Hell To The No","True",0,"female",5,"Pop",2,1679100,NULL
86,15,2011,"Glee Cast","Hit Me With Your Best Shot / One Way Or Another","True",0,"duet",6,"Pop",0,1879276,NULL
80,21,2011,"Glee Cast","I Can't Go For That / You Make My Dreams","True",0,"male",6,"Pop",0,1879295,NULL
22,95,2011,"Glee Cast","I Feel Pretty / Unpretty (Glee Cast Version)","True",0,"female",5,"Pop",0,1701734,NULL
66,35,2011,"Glee Cast","I Kissed A Girl","True",0,"female",7,"Pop",0,1880609,NULL
81,20,2011,"Glee Cast","I Love New York/New York, New York","True",0,"duet",7,"Pop",0,1717451,NULL
72,29,2011,"Glee Cast","I'm Not Gonna Teach Your Boyfriend How To Dance With You (Glee Cast Version)","True",0,"male",8,"Pop",4,1708588,NULL
86,15,2011,"Glee Cast","I'm The Only One","True",0,"male",5,"Pop",0,1880683,NULL
65,36,2011,"Glee Cast","Isn't She Lovely","True",0,"male",6,"Pop",0,1716008,NULL
65,36,2011,"Glee Cast","It's Not Unusual","True",0,"male",6,"Pop",0,1821874,NULL
49,52,2011,"Glee Cast","Jar Of Hearts","True",0,"female",5,"Pop",0,1715450,NULL
83,18,2011,"Glee Cast","Kiss","True",8,"male",9,"Pop",0,1671422,"https://p.scdn.co/mp3-preview/34b3b95afb8e1d34363f01b194b4a729100d3710?cid=635a94c846854eb29813825c79d704a2"
72,29,2011,"Glee Cast","Last Friday Night","True",0,"male",6,"Pop",2,1859858,NULL
33,68,2011,"Glee Cast","Light Up The World","True",0,"duet",6,"Pop",0,1716016,NULL
6,165,2011,"Glee Cast","Loser Like Me","True",0,"female",7,"Pop",2,1671425,NULL
76,25,2011,"Glee Cast","Man In The Mirror","True",0,"male",5,"Pop",2,6559773,NULL
52,49,2011,"Glee Cast","Misery (Glee Cast Version)","True",3,"male",7,"Pop",0,7243653,"https://p.scdn.co/mp3-preview/d4aacf7e02038a401759df9a908756e4f71de0fb?cid=635a94c846854eb29813825c79d704a2"
94,7,2011,"Glee Cast","My Man (Glee Cast Version)","True",0,"female",6,"Pop",0,6892532,NULL
62,68,2011,"Glee Cast","Need You Now","True",0,"female",6,"Pop",0,1651914,NULL
81,20,2011,"Glee Cast","Never Going Back Again (Glee Cast Version)","True",0,"male",6,"Pop",0,1708601,NULL
58,43,2011,"Glee Cast","P.Y.T. (Pretty Young Thing)","True",2,"male",6,"Pop",2,1657930,"https://p.scdn.co/mp3-preview/575230ca230ab7a79f1b2980e303d7f1612073f3?cid=635a94c846854eb29813825c79d704a2"
57,44,2011,"Glee Cast","Perfect","True",0,"male",5,"Pop",0,6913821,NULL
40,61,2011,"Glee Cast","Pretending","True",0,"duet",6,"Pop",0,1716015,NULL
59,42,2011,"Glee Cast","Pure Imagination","True",0,"duet",5,"Pop",0,1715451,NULL
36,65,2011,"Glee Cast","Raise Your Glass","True",2,"male",7,"Pop",2,1679183,"https://p.scdn.co/mp3-preview/f19c10b914bc26588a68aa98bd67331e7f78285f?cid=635a94c846854eb29813825c79d704a2"
92,9,2011,"Glee Cast","Red Solo Cup","True",0,"male",5,"Pop",8,1889164,NULL
11,145,2011,"Glee Cast","Rumour Has It / Someone Like You","True",0,"female",5,"Pop",0,1879297,NULL
91,10,2011,"Glee Cast","Run The World (Girls) (Glee Cast Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,14,2011,"Glee Cast","She's Not There","True",0,"male",7,"Pop",0,1671412,NULL
45,56,2011,"Glee Cast","Silly Love Songs","True",0,"male",6,"Pop",0,1657932,NULL
49,52,2011,"Glee Cast","Sing! (Glee Cast Version)","True",0,"duet",7,"Pop",4,7113226,NULL
75,26,2011,"Glee Cast","Somewhere","True",0,"duet",7,"Pop",0,6559775,NULL
42,59,2011,"Glee Cast","Somewhere Only We Know","True",0,"male",6,"Pop",0,1698159,NULL
68,33,2011,"Glee Cast","Songbird (Glee Cast Version)","True",0,"female",5,"Pop",0,1708599,NULL
51,50,2011,"Glee Cast","Survivor / I Will Survive","True",0,"female",6,"Pop",0,1889204,NULL
51,50,2011,"Glee Cast","Take Me Or Leave Me","True",0,"duet",7,"Pop",0,1663566,NULL
38,89,2011,"Glee Cast","Thriller / Heads Will Roll","True",0,"duet",6,"Pop",2,1651916,NULL
61,40,2011,"Glee Cast","Tik Tok (Glee Cast Version)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,33,2011,"Glee Cast","Uptown Girl","True",0,"male",8,"Pop",0,1875259,NULL
12,132,2011,"Glee Cast","We Are Young","True",0,"duet",4,"Pop",0,1889209,NULL
83,18,2011,"Glee Cast","We Got The Beat","True",0,"female",7,"Pop",0,1821875,NULL
47,54,2011,"Glee Cast","When I Get You Alone","True",2,"male",6,"Pop",0,1657933,NULL
69,32,2011,"Glee Cast","You And I / You And I","True",0,"duet",6,"Pop",0,1879275,NULL
67,34,2011,"Glee Cast","You Can't Stop The Beat","True",0,"duet",4,"Pop",0,1821876,NULL
77,24,2011,"Gorilla Zoe","Twisted (8Barz Remix)","True",0,"male",5,"Dance",4,3016850,NULL
42,788,2011,"Grouplove","Tongue Tied","True",0,"male",6,"Rock",0,1807806,NULL
81,34,2011,"Gwyneth Paltrow","Country Strong","True",0,"female",5,"Country",0,1602674,NULL
4,2736,2011,"Gym Class Heroes","Stereo Hearts","True",0,"male",5,"Pop",6,1871121,NULL
12,1554,2011,"Gym Class Heroes","Ass Back Home","True",0,"duet",6,"Pop",0,1871124,NULL
28,1003,2011,"Hot Chelle Rae","I Like It Like That","True",0,"male",5,"Pop",2,1882237,NULL
7,2146,2011,"Hot Chelle Rae","Tonight Tonight","True",2,"male",8,"Pop",2,1882238,NULL
58,70,2011,"Hugh Laurie","Police Dog Blues","True",0,"male",5,"Rock",0,1724991,NULL
78,168,2011,"Hunter Hayes","Storm Warning","True",0,"male",7,"Country",0,1762533,NULL
43,438,2011,"Iyaz","Pretty Girls","True",0,"male",8,"R&B",3,1708832,NULL
52,754,2011,"J. Cole","Can't Get Enough","True",0,"male",4,"Rap/Hip hop",10,1824237,NULL
13,1818,2011,"J. Cole","Work Out","True",0,"male",5,"Rap/Hip hop",10,1824250,NULL
41,900,2011,"Jake Owen","Alone With You","True",0,"male",4,"Country",0,1797291,NULL
21,1347,2011,"Jake Owen","Barefoot Blue Jean Night","True",0,"male",5,"Country",0,1797287,NULL
94,7,2011,"James Blunt","Stay The Night","True",6,"male",8,"Pop",0,1641775,NULL
75,26,2011,"Jana Kramer","I Won't Give Up","True",0,"female",4,"Pop",0,5793183,NULL
94,9,2011,"Jana Kramer","Whiskey","True",0,"female",6,"Country",0,1706328,NULL
7,1882,2011,"Jason Aldean","Dirt Road Anthem","True",0,"male",7,"Country",5,1601237,NULL
38,965,2011,"Jason Aldean","Tattoos On This Town","True",0,"male",7,"Country",0,1601236,NULL
14,986,2011,"Jason Derulo","Don't Wanna Go Home","True",0,"male",8,"R&B",3,1821294,NULL
83,18,2011,"Jason Derulo","Fight For You","True",0,"male",6,"Pop",0,1821299,NULL
17,1458,2011,"Jason Derulo","It Girl","True",0,"male",7,"R&B",0,1821295,NULL
64,37,2011,"Javier Colon","Angel (The Voice Performance)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
52,51,2011,"Javier Colon","Fix You (The Voice Performance)","True",4,"male",8,"Pop",0,7509922,"https://p.scdn.co/mp3-preview/b1640815319b2df5ddfac27a28f016319a281468?cid=635a94c846854eb29813825c79d704a2"
17,89,2011,"Javier Colon","Stitch By Stitch","True",4,"male",9,"Pop",0,1746041,NULL
65,36,2011,"Javier Colon","Time After Time","True",3,"male",7,"Pop",0,1706327,"https://p.scdn.co/mp3-preview/0bd40c4c5f27548fd83f721380b99466c1c2094f?cid=635a94c846854eb29813825c79d704a2"
18,106,2011,"Jay Sean","Hit The Lights","True",0,"male",7,"R&B",3,1652024,NULL
12,1006,2011,"Kanye West & JAY-Z","Otis","True",0,"#N/A",0,"Rap/Hip hop",0,5460514,NULL
5,2581,2011,"JAY Z & Kanye West","Ni**as In Paris (Album Version (Edited))","True",0,"male",6,"Rap/Hip hop",10,13015629,NULL
44,79,2011,"Kanye West & JAY-Z","Who Gon Stop Me","True",0,"male",6,"Rap/Hip hop",10,5460518,NULL
64,113,2011,"Jennifer Hudson","Where You At","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
41,450,2011,"Jennifer Lopez","I'm Into You (Feat. Lil Wayne)","True",0,"female",4,"Pop",0,1703695,NULL
3,2412,2011,"Jennifer Lopez","On The Floor  (Feat. Pitbull)","True",0,"female",6,"R&B",4,1703693,NULL
96,10,2011,"Jennifer Lopez","Papi","True",0,"female",7,"Pop",3,7076234,NULL
72,316,2011,"Jerrod Niemann","One More Drinkin' Song","True",0,"male",5,"Country",3,1486211,NULL
52,705,2011,"Jerrod Niemann","What Do You Want","True",0,"male",4,"Country",0,5527086,NULL
23,998,2011,"Jessie J","Price Tag","True",0,"female",6,"Pop",0,9027538,NULL
6,1938,2011,"Jessie J","Domino","True",0,"female",6,"Pop",0,10764233,NULL
97,4,2011,"Jill Scott","So In Love","True",0,"duet",5,"R&B",3,1695500,NULL
92,9,2011,"Joe Jonas","See No More","True",4,"male",8,"Pop",0,1848828,NULL
91,13,2011,"Joe Nichols","Shape I'm In, The","True",0,"male",5,"Country",2,1445550,NULL
87,14,2011,"JoJo","Disaster (2018)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,19,2011,"Jordin Sparks","I Am Woman","True",0,"female",8,"Pop",2,1715447,NULL
87,39,2011,"Josh Kelley","Georgia Clay","True",0,"male",7,"Country",0,1576450,NULL
92,9,2011,"Josh Turner","I Wouldn't Be A Man","True",0,"male",3,"Country",0,1501018,NULL
86,15,2011,"Justin Bieber (Holiday)","All I Want For Christmas Is You (SuperFestive!)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,17,2011,"Justin Bieber (Holiday)","Drummer Boy (Feat. Busta Rhymes)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
58,43,2011,"Justin Bieber (Holiday)","Christmas Song (Chestnuts Roasting On An Open Fire), The","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,27,2011,"Justin Bieber","Born To Be Somebody","True",0,"male",7,"Pop",0,1662865,NULL
11,501,2011,"Justin Bieber (Holiday)","Mistletoe","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,86,2011,"Justin Bieber","Pray","True",2,"male",8,"Pop",0,1606894,"https://p.scdn.co/mp3-preview/f6404b1b3199442271c17d9e1461c3f2a52018f8?cid=635a94c846854eb29813825c79d704a2"
63,205,2011,"Justin Moore","Bait A Hook","True",0,"male",5,"Rock",2,1733658,NULL
49,759,2011,"Justin Moore","If Heaven Wasn't So Far Away","True",0,"male",6,"Country",0,1733655,NULL
23,187,2011,"Kanye West & JAY-Z","H.A.M.","True",0,"male",5,"Rap/Hip hop",10,5460515,NULL
94,7,2011,"Kaskade","Lessons In Love","True",0,"male",6,"Dance",3,1852762,NULL
3,1897,2011,"Katy Perry","One That Got Away, The","True",0,"female",7,"Pop",2,1563541,NULL
97,4,2011,"Ke$ha","Fuck Him He's A Dj","True",0,"female",6,"Dance",5,1681910,NULL
45,667,2011,"Keith Urban","Long Hot Summer","True",0,"male",7,"Pop",0,1602896,NULL
52,640,2011,"Keith Urban","Without You","True",0,"male",7,"Country",0,1602897,NULL
54,495,2011,"Keith Urban","You Gonna Fly","True",0,"male",6,"Country",0,1602894,NULL
93,8,2011,"Kelly Clarkson (Holiday)","I'll Be Home For Christmas","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,1719,2011,"Kelly Clarkson","Mr. Know It All","True",0,"female",7,"Pop",0,1851013,NULL
1,2929,2011,"Kelly Clarkson","Stronger (What Doesn't Kill You)","True",0,"female",7,"Pop",0,1851014,NULL
17,1839,2011,"Kelly Rowland","Motivation","True",0,"female",9,"R&B",2,1763420,NULL
33,1124,2011,"Kenny Chesney","You And Tequila","True",0,"male",6,"Country",0,5521778,NULL
61,349,2011,"Kenny Chesney","Live A Little","True",0,"male",5,"Country",0,5521782,NULL
62,447,2011,"Kenny Chesney","Reality","True",0,"male",5,"Country",0,5521779,NULL
85,132,2011,"Kirk Franklin","I Smile","True",0,"male",7,"CCM",10,1662864,NULL
57,265,2011,"Kreayshawn","Gucci Gucci","True",0,"female",5,"Rap/Hip hop",8,2067611,NULL
46,755,2011,"Lady Antebellum","Dancin' Away With My Heart","True",0,"male",6,"Country",0,1807819,NULL
7,3034,2011,"Lady Antebellum","Just A Kiss","True",0,"duet",7,"Country",0,1807818,NULL
34,89,2011,"Lady Antebellum","Wanted You More","True",0,"duet",4,"Country",0,1807824,NULL
31,942,2011,"Lady Antebellum","We Owned The Night","True",0,"male",7,"Country",0,1807817,NULL
1,1654,2011,"Lady Gaga","Born This Way","True",0,"female",4,"Pop",4,1717249,NULL
12,89,2011,"Lady Gaga","Hair","True",0,"female",6,"Pop",0,1717253,NULL
10,509,2011,"Lady Gaga","Judas","True",0,"female",6,"Pop",4,1717251,NULL
29,557,2011,"Lady Gaga","Marry The Night","True",0,"female",3,"Pop",0,1717248,NULL
3,1979,2011,"Lady Gaga","Edge Of Glory, The","True",0,"female",6,"Pop",0,1717264,NULL
6,1468,2011,"Lady Gaga","You And I","True",0,"female",3,"Pop",2,1717263,NULL
20,122,2011,"Lauren Alaina","Like My Mother Does","True",0,"female",4,"Pop",0,1835792,NULL
33,944,2011,"Lee Brice","A Woman Like You","True",0,"male",4,"Country",0,1965093,NULL
16,459,2011,"Lil Wayne","Mirror","True",0,"male",5,"R&B",8,5599103,NULL
9,1635,2011,"Lil Wayne","6 Foot 7 Foot","True",0,"male",7,"Rap/Hip hop",10,7511240,NULL
79,22,2011,"Lil Wayne","It's Good","True",0,"male",7,"Rap/Hip hop",10,7511236,NULL
3,1520,2011,"Lil Wayne","She Will","True",0,"male",3,"Rap/Hip hop",7,7511244,NULL
95,6,2011,"Lil Wayne","So Special","True",0,"male",6,"Rap/Hip hop",10,7511245,NULL
22,570,2011,"Lil Wayne","John","True",0,"male",7,"Rap/Hip hop",10,7511241,NULL
84,17,2011,"Lil Wayne","How To Hate (Feat. T-Pain)","True",0,"male",5,"Rap/Hip hop",10,6950428,NULL
33,175,2011,"Lil Wayne","Blunt Blowin","True",0,"male",7,"Rap/Hip hop",10,7511239,NULL
5,2049,2011,"Lil Wayne","How To Love","True",0,"male",4,"R&B",3,7511233,NULL
52,49,2011,"Lil Wayne","MegaMan","True",0,"male",7,"Rap/Hip hop",10,7511234,NULL
90,11,2011,"Lil Wayne","Nightmares Of The Bottom","True",0,"male",5,"Rap/Hip hop",10,7511247,NULL
94,7,2011,"Lil Wayne","President Carter","True",0,"male",6,"Rap/Hip hop",10,7511235,NULL
81,40,2011,"Linkin Park","Iridescent","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,81,2011,"Lloyd","Dedication To My Ex (Miss That)","True",0,"male",8,"R&B",0,1754964,NULL
1,5351,2011,"LMFAO","Party Rock Anthem","True",0,"male",4,"Dance",6,1733288,NULL
1,3447,2011,"LMFAO","Sexy And I Know It","True",0,"male",4,"Pop",7,1733292,NULL
22,1326,2011,"Luke Bryan","Country Girl (Shake It For Me)","True",0,"male",5,"Country",0,1780398,NULL
16,1593,2011,"Luke Bryan","Drunk On You","True",0,"male",5,"Country",0,1780400,NULL
22,1471,2011,"Luke Bryan","I Don't Want This Night To End","True",0,"male",5,"Country",0,1780402,NULL
70,31,2011,"Lupe Fiasco","Beautiful Lasers (2 Ways)","True",0,"male",5,"Rap/Hip hop",10,1670907,NULL
89,12,2011,"Lupe Fiasco","Words I Never Said","True",0,"male",4,"Rap/Hip hop",10,1670902,NULL
40,644,2011,"Lupe Fiasco","Out Of My Head","True",0,"male",5,"Rap/Hip hop",10,1670905,NULL
75,96,2011,"Mac Miller","Donald Trump","True",0,"male",7,"Rap/Hip hop",10,8012667,NULL
60,71,2011,"Mac Miller","Frick Park Market","True",0,"male",7,"Rap/Hip hop",10,1858170,NULL
64,111,2011,"Mac Miller","Party On Fifth Ave.","True",0,"male",7,"Rap/Hip hop",10,1857118,NULL
55,46,2011,"Mac Miller","Smile Back","True",0,"male",6,"Rap/Hip hop",10,1858171,NULL
100,1,2011,"Mana","El Verdadero Amor Perdona","True",0,"male",7,"Latin",0,1696586,NULL
61,301,2011,"Mann","Buzzin","True",0,"male",7,"Pop",7,5738763,NULL
100,1,2011,"Mariah Carey (Holiday)","Oh Santa!","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,3957,2011,"Maroon 5","Moves Like Jagger (Remix)","True",0,"male",5,"Pop",4,1840300,NULL
55,545,2011,"Maroon 5","Never Gonna Leave This Bed","True",0,"male",7,"Rock",0,7422833,NULL
74,259,2011,"Marsha Ambrosius","Far Away","True",0,"female",7,"R&B",0,1617911,NULL
46,784,2011,"Martin Solveig & Dragonette","Hello","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,558,2011,"Martina McBride","I'm Gonna Love You Through It","True",0,"female",5,"Country",0,1835835,NULL
100,1,2011,"Martina McBride","Teenage Daughters","True",0,"female",6,"Country",0,1835840,NULL
94,25,2011,"Mary Mary","Walking","True",0,"duet",7,"CCM",3,1617912,NULL
87,14,2011,"Mat Kearney","Ships In The Night","True",0,"male",8,"Pop",4,5560932,NULL
53,48,2011,"Matt Nathanson Featuring Sugarland","Run","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,140,2011,"Matt Nathanson","Faster","True",4,"male",6,"Pop",2,1734299,NULL
99,2,2011,"Michael Bublé (Holiday)","All I Want For Christmas Is You","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,5,2011,"Michael Bublé (Holiday)","It's Beginning To Look A Lot Like Christmas","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,329,2011,"Miguel","Quickie","True",0,"male",6,"R&B",0,1606968,NULL
36,1118,2011,"Miguel","Sure Thing","True",0,"male",5,"R&B",2,1606964,NULL
30,769,2011,"Mike Posner","Bow Chicka Wow Wow","True",2,"male",7,"Pop",2,1559930,"https://p.scdn.co/mp3-preview/3f50cf279a23a39d27745da3147bea51f4b21d36?cid=635a94c846854eb29813825c79d704a2"
72,185,2011,"Mindless Behavior","Mrs. Right","True",0,"female",4,"Pop",2,9877804,NULL
100,1,2011,"Miranda Cosgrove","Dancing Crazy","True",0,"female",6,"Pop",3,1633130,NULL
44,813,2011,"Miranda Lambert","Baggage Claim","True",0,"female",7,"Country",0,1857419,NULL
44,703,2011,"Miranda Lambert","Heart Like Mine","True",0,"female",5,"Country",2,1420520,NULL
35,969,2011,"Miranda Lambert","Over You","True",0,"female",6,"Country",0,1857421,NULL
27,635,2011,"Mumford & Sons","Cave, The","True",0,"male",6,"Folk",0,16552457,NULL
58,338,2011,"My Chemical Romance","Sing","True",0,"male",8,"Rock",0,1604761,NULL
38,801,2011,"New Boyz","Better With The Lights Off","True",0,"male",4,"Pop",4,1710298,NULL
26,1159,2011,"New Boyz","Backseat","True",0,"female",7,"Rap/Hip hop",0,1710295,NULL
96,11,2011,"New Hollow","Boyfriend","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,12,2011,"Nickelback","Lullaby","True",0,"male",6,"Rock",0,1875362,NULL
44,603,2011,"Nickelback","When We Stand Together","True",0,"male",6,"Rock",0,1875359,NULL
13,1607,2011,"Nicki Minaj","Moment 4 Life","True",0,"female",5,"Rap/Hip hop",0,1604713,NULL
49,483,2011,"Nicki Minaj","Did It On 'em","True",0,"female",3,"Rap/Hip hop",10,1604709,NULL
64,55,2011,"Nicki Minaj","Roman In Moscow","True",0,"male",5,"Rap/Hip hop",8,1888452,NULL
3,3207,2011,"Nicki Minaj","Super Bass","True",0,"female",5,"Rap/Hip hop",8,11031837,NULL
39,418,2011,"Nicole Scherzinger","Right There (Feat. 50 Cent)","True",0,"duet",5,"Pop",5,1715919,NULL
86,15,2011,"Nicole Scherzinger","Don't Hold Your Breath","True",0,"female",4,"Pop",0,6561277,NULL
38,962,2011,"Outasight","Tonight Is The Night","True",0,"male",6,"Pop",0,2118977,NULL
2,2306,2011,"P!nk","F**kin' Perfect","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,12,2011,"Panic! At The Disco","Ballad Of Mona Lisa, The","True",0,"male",7,"Pop",0,1688581,NULL
36,66,2011,"Paramore","Monster","True",2,"female",8,"Rock",0,1725197,"https://p.scdn.co/mp3-preview/77673ecb9ddb7745608b96d83543d39e8481c996?cid=635a94c846854eb29813825c79d704a2"
