"peak_rank","points","year","artist_name","song_title","initial_match","falsetto","gender","register","genre","spoken","pandora_id","preview_url"
1,1913,2010,"Rihanna","Rude Boy","True",0,"female",7,"Pop",0,1462469,NULL
95,10,2010,"Rob Thomas","Mockingbird","True",2,"male",7,"Pop",0,5595013,NULL
54,517,2010,"Robin Thicke","Sex Therapy","True",7,"male",9,"R&B",0,1476277,NULL
98,3,2010,"Rock Mafia","Big Bang, The","True",0,"male",8,"Pop",0,1602433,NULL
47,624,2010,"Rodney Atkins","Farmer's Daughter","True",0,"male",4,"Pop",0,1830690,NULL
46,340,2010,"Roscoe Dash","All The Way Turnt Up","True",0,"male",6,"Rap/Hip hop",8,1476526,NULL
52,311,2010,"Sade","Soldier Of Love (Live)","True",0,"female",7,"Pop",0,1986268,NULL
90,11,2010,"Sammy Adams","Driving Me Crazy","True",0,"male",5,"Rap/Hip hop",10,1510499,NULL
32,1149,2010,"Sara Bareilles","King Of Anything","True",0,"female",5,"Pop",0,1570670,NULL
15,985,2010,"Justin Bieber","Eenie Meenie (Justin Bieber & Sean Kingston)","True",0,"duet",8,"Pop",2,2308842,NULL
36,995,2010,"Sean Kingston","Letting Go","True",0,"male",7,"Rap/Hip hop",0,1558856,NULL
84,17,2010,"Sean Kingston","Dumb Love","True",0,"male",8,"Pop",0,1571128,NULL
35,230,2010,"Selena Gomez & The Scene","A Year Without Rain","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
29,1258,2010,"Selena Gomez & The Scene","Naturally (Dave Aude Radio Remix)","True",0,"female",7,"Pop",0,2784112,NULL
24,563,2010,"Selena Gomez & The Scene","Round & Round (Wideboys Radio Edit)","True",0,"female",6,"Pop",3,13874726,NULL
32,229,2010,"Shakira","Loca (Feat. El Cata)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
38,633,2010,"Shakira","Waka Waka (This Time For Africa) (Feat. Freshlyground)","True",0,"female",8,"Pop",0,7113765,NULL
65,57,2010,"Shakira","Gypsy","True",0,"female",3,"Pop",0,1462390,NULL
47,54,2010,"Sheryl Crow, Kid Rock & Keith Urban","Lean On Me","True",0,"female",5,"Pop",0,1494136,NULL
97,4,2010,"Shinedown","Crow & The Butterfly, The","True",0,"male",5,"Rock",0,7446651,NULL
97,4,2010,"Shiny Toy Guns","Major Tom","True",0,"female",6,"Pop",0,1339387,NULL
13,1321,2010,"Shontelle","Impossible","True",0,"female",7,"R&B",0,1574238,NULL
56,405,2010,"Sick Puppies","Maybe","True",0,"male",8,"Rock",0,1379625,NULL
54,130,2010,"Snow Patrol","Set The Fire To The Third Bar (feat. Martha Wainwright)","True",0,"duet",4,"Pop",0,16629541,NULL
34,665,2010,"Soulja Boy","Pretty Boy Swag","True",0,"male",5,"Rap/Hip hop",10,1606991,NULL
96,5,2010,"Soundgarden","Black Hole Sun","True",0,"male",6,"Rock",0,6947603,NULL
37,391,2010,"Spose","I'm Awesome","True",0,"male",4,"Rap/Hip hop",10,1513326,NULL
68,305,2010,"Steel Magnolia","Keep On Lovin' You","True",0,"male",6,"Country",0,13688547,NULL
71,255,2010,"Sugarland","Little Miss","True",0,"female",5,"Country",2,1585547,NULL
17,1720,2010,"Sugarland","Stuck Like Glue","True",0,"male",5,"Country",0,1558858,NULL
89,12,2010,"T-Pain","Rap Song","True",0,"male",7,"Rap/Hip hop",0,1586817,NULL
75,26,2010,"T-Pain","Reverse Cowgirl","True",5,"male",7,"R&B",0,1511675,"https://p.scdn.co/mp3-preview/20702d9e98543f13e25cee17a2719bf68f361d4f?cid=635a94c846854eb29813825c79d704a2"
70,31,2010,"T.I.","Get Back Up","True",0,"male",4,"Rap/Hip hop",10,1612931,NULL
18,201,2010,"T.I.","That's All She Wrote (Feat. Eminem)","True",0,"male",4,"Rap/Hip hop",8,9066521,NULL
38,874,2010,"T.I.","Got Your Back (Feat. Keri Hilson)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
44,520,2010,"T.I.","I'm Back","True",0,"male",5,"Rap/Hip hop",10,10175359,NULL
44,58,2010,"T.I.","Yeah Ya Know","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,5,2010,"Taio Cruz","Dirty Picture","True",0,"male",6,"R&B",4,5568649,NULL
1,2507,2010,"Taio Cruz","Break Your Heart (Feat. Ludacris)","True",3,"male",8,"Pop",4,5568642,NULL
2,3845,2010,"Taio Cruz","Dynamite","True",0,"male",7,"Pop",2,10764243,NULL
6,1384,2010,"Taylor Swift","Back To December (Acoustic)","True",0,"female",5,"Pop",0,1846083,NULL
56,45,2010,"Taylor Swift","Better Than Revenge","True",2,"female",7,"Country",0,1591236,NULL
72,29,2010,"Taylor Swift","Breathless","False",0,"female",3,"Country",0,1087493,NULL
54,47,2010,"Taylor Swift","Dear John","True",0,"female",7,"Country",0,1591231,NULL
75,26,2010,"Taylor Swift","Enchanted","True",0,"female",7,"Country",0,1591235,NULL
63,41,2010,"Taylor Swift","Haunted (Acoustic)","True",2,"female",5,"Pop",0,1846084,NULL
27,74,2010,"Taylor Swift","Innocent","True",3,"female",7,"Country",0,1591237,"https://p.scdn.co/mp3-preview/fcc3b727931ee5011d48e54124f7982cebc0433a?cid=635a94c846854eb29813825c79d704a2"
71,30,2010,"Taylor Swift","Last Kiss","True",2,"female",7,"Country",0,1591239,"https://p.scdn.co/mp3-preview/98609a653d88baf961226faf9555e60b0ad94616?cid=635a94c846854eb29813825c79d704a2"
85,16,2010,"Taylor Swift","Long Live","True",2,"female",7,"Country",0,1591240,"https://p.scdn.co/mp3-preview/a33dff1643811931e47c333e51854011110e5d21?cid=635a94c846854eb29813825c79d704a2"
11,1096,2010,"Taylor Swift","Mean","True",0,"female",6,"Country",0,1591232,NULL
3,1794,2010,"Taylor Swift","Mine (Pop Mix)","True",0,"female",4,"Pop",0,1846085,NULL
84,17,2010,"Taylor Swift","Never Grow Up","True",0,"female",7,"Country",0,1591234,NULL
17,847,2010,"Taylor Swift","Sparks Fly","True",0,"female",7,"Country",0,1591228,NULL
8,164,2010,"Taylor Swift","Speak Now","True",0,"female",7,"Pop",0,1591230,NULL
41,315,2010,"Taylor Swift","Story Of Us, The","True",0,"female",7,"Country",0,1591233,NULL
2,980,2010,"Taylor Swift","Today Was A Fairytale","True",0,"female",4,"Pop",0,1488601,NULL
14,3528,2010,"The Band Perry","If I Die Young","True",5,"female",7,"Country",0,1519110,NULL
9,1052,2010,"Black Eyed Peas","Rock That Body","True",0,"duet",6,"Pop",2,1351742,NULL
4,1546,2010,"Black Eyed Peas","Time (Dirty Bit), The","True",0,"male",6,"Rock",4,1607247,NULL
87,39,2010,"The Black Keys","Tighten Up","True",0,"male",6,"Pop",0,1533420,NULL
93,29,2010,"Dirty Heads","Lay Me Down","True",0,"male",5,"Pop",2,5532785,NULL
79,22,2010,"The Killers","Boots","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
27,1086,2010,"The Ready Set","Love Like Woe","True",4,"male",8,"Pop",2,7197967,"https://p.scdn.co/mp3-preview/ed6685215764159bf3dc4dcd5fabcdcc0d979fff?cid=635a94c846854eb29813825c79d704a2"
86,55,2010,"The Script","Man Who Can't Be Moved, The","True",0,"male",7,"Pop",0,5521412,NULL
92,15,2010,"The-Dream (R&B)","Love King","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,2,2010,"Theory Of A Deadman","All Or Nothing","True",0,"male",8,"Rock",0,1192362,NULL
78,31,2010,"Three 6 Mafia","Feel It (Radio Single)","True",0,"male",9,"Rap/Hip hop",0,1468805,NULL
26,973,2010,"Tim McGraw","Felt Good On My Lips","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,10,2010,"Tim McGraw","Still","True",2,"male",5,"Country",2,1442676,"https://p.scdn.co/mp3-preview/c32d9479367a99fcf5f881e23e1381e6f87214e9?cid=635a94c846854eb29813825c79d704a2"
23,1128,2010,"Timbaland","Say Something","True",0,"male",4,"Rap/Hip hop",0,1472382,NULL
83,153,2010,"Toby Keith","Bullets In The Gun","True",0,"male",5,"Country",3,1580591,NULL
97,13,2010,"Toby Keith","Trailerhood","True",0,"male",4,"Country",0,1580593,NULL
88,41,2010,"Trace Adkins","This Ain't No Love Song","True",0,"male",3,"Country",0,1562331,NULL
34,935,2010,"Train","If It's Love","True",0,"male",7,"Rock",0,15229032,NULL
34,881,2010,"Train","Marry Me","True",4,"male",7,"Rock",0,15229041,NULL
4,2121,2010,"Travie McCoy","Billionaire","True",2,"male",7,"Pop",4,1541276,"https://p.scdn.co/mp3-preview/bb1c32e7c8466d3cbbf01e268f3a572f4d3b0fb9?cid=635a94c846854eb29813825c79d704a2"
6,2215,2010,"Trey Songz","Bottoms Up","True",0,"male",7,"Pop",4,1571468,NULL
43,907,2010,"Trey Songz","Can't Be Friends","True",3,"male",8,"R&B",0,5521799,NULL
43,670,2010,"Trey Songz","Neighbors Know My Name","True",5,"male",8,"R&B",0,1423253,"https://p.scdn.co/mp3-preview/4ae97f06f2af757da5e04514a151bc605a197794?cid=635a94c846854eb29813825c79d704a2"
71,218,2010,"Twista","Make A Movie","True",0,"male",6,"Rap/Hip hop",9,1601422,NULL
21,945,2010,"Usher","Hot Tottie","True",3,"male",5,"Pop",5,1565124,"https://p.scdn.co/mp3-preview/be7668bc926e6eb87554d4886e9026d4b6c3798b?cid=635a94c846854eb29813825c79d704a2"
40,733,2010,"Usher","Lil Freak (feat. Nicki Minaj)","True",0,"male",6,"R&B",4,11048419,NULL
4,2904,2010,"Usher","DJ Got Us Fallin' In Love","True",0,"female",7,"Pop",4,5535765,NULL
24,1170,2010,"Usher","Hey Daddy (Daddy's Home)","True",0,"male",6,"Pop",2,1474886,NULL
1,2620,2010,"Usher","OMG (feat. will.i.am)","True",0,"male",5,"Pop",0,11048421,NULL
15,1437,2010,"Usher","More (RedOne Jimmy Joker Remix)","True",0,"male",6,"R&B",0,5522001,NULL
25,1190,2010,"Usher","There Goes My Baby","True",4,"male",8,"R&B",0,1565127,"https://p.scdn.co/mp3-preview/ad3b4b151de51036588353d56ae4a26f4e44368d?cid=635a94c846854eb29813825c79d704a2"
67,122,2010,"V V Brown","Shark In The Water","True",4,"female",8,"Pop",0,1475337,NULL
50,176,2010,"Victorious Cast","Freak The Freak Out","True",0,"male",6,"Pop",0,1628410,NULL
13,2322,2010,"Waka Flocka Flame","No Hands (Feat. Roscoe Dash And Wale)","True",0,"male",4,"Rap/Hip hop",0,1580652,NULL
62,209,2010,"Waka Flocka Flame","O Let's Do It (Feat. Cap)","True",0,"male",6,"Rap/Hip hop",10,1580571,NULL
76,103,2010,"We The Kings","We'll Be A Dream (Feat. Demi Lovato)","True",0,"duet",7,"CCM",0,5556285,NULL
81,20,2010,"Will Young","Leave Right Now","True",0,"male",5,"Pop",0,377294,NULL
24,703,2010,"will.i.am & Nicki Minaj","Check It Out","True",0,"duet",6,"Pop",0,1569016,NULL
11,1006,2010,"Willow","Whip My Hair","True",0,"female",8,"R&B",0,1571564,NULL
1,1935,2010,"Wiz Khalifa","Black And Yellow","True",0,"male",5,"Rap/Hip hop",10,1688083,NULL
67,248,2010,"YG","Toot It And Boot It (Explicit Version)","True",0,"male",3,"Rap/Hip hop",10,7365037,NULL
81,99,2010,"Yo Gotti","Women Lie, Men Lie","True",0,"male",5,"Rap/Hip hop",10,1486358,NULL
29,924,2010,"Yolanda Be Cool & Dcup","We No Speak Americano","True",0,"#N/A",0,"Dance",0,1548381,NULL
35,651,2010,"Young Jeezy","Lose My Mind","True",0,"male",6,"Rap/Hip hop",10,1896776,NULL
48,530,2010,"Gucci Mane","We Steady Mobbin (Feat. Lil Wayne)","True",0,"male",4,"Rap/Hip hop",10,7760323,NULL
56,287,2010,"Young Money","Roger That","True",0,"male",4,"Rap/Hip hop",10,1476194,NULL
32,945,2010,"Zac Brown Band","As She's Walking Away","True",0,"duet",5,"Country",0,1586374,NULL
34,875,2010,"Zac Brown Band","Free","True",0,"male",5,"Country",2,1247245,NULL
40,737,2010,"Zac Brown Band","Highway 20 Ride","True",0,"male",7,"Country",0,1247249,NULL
81,20,2011,"3 Doors Down","When You're Young","True",0,"male",7,"Pop",0,1759220,NULL
66,35,2011,"3OH!3","Hit It Again","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,14,2011,"50 Cent","Outlaw (Explicit Version)","True",0,"male",6,"Rap/Hip hop",8,7521674,NULL
87,15,2011,"Aaron Lewis","Country Boy","True",0,"male",5,"Country",3,1677572,NULL
65,240,2011,"Ace Hood","Body 2 Body (Feat. Chris Brown)","True",0,"male",4,"Rap/Hip hop",10,1780032,NULL
60,363,2011,"Ace Hood","Hustle Hard Remix","True",0,"male",7,"Rap/Hip hop",10,1781125,NULL
45,56,2011,"Adam Levine & Javier Colon","Man In The Mirror","True",0,"male",7,"Pop",0,1752049,NULL
16,1358,2011,"Adele","Rumour Has It","True",0,"female",3,"Pop",0,1664876,NULL
1,2776,2011,"Adele","Set Fire To The Rain","True",0,"female",5,"Pop",0,1664879,NULL
1,3096,2011,"Adele","Someone Like You","True",0,"female",4,"Pop",0,1664885,NULL
63,59,2011,"Adele","Turning Tables","True",2,"female",3,"Pop",0,1664877,"https://p.scdn.co/mp3-preview/4f52f4b2641d3df73202dbcac9dab75c3f932aa9?cid=635a94c846854eb29813825c79d704a2"
41,820,2011,"Afrojack","Take Over Control","True",0,"female",6,"Dance",4,9975135,NULL
21,1180,2011,"Alexandra Stan","Mr. Saxobeat","True",0,"female",6,"Dance",5,5525551,NULL
53,716,2011,"Andy Grammer","Keep Your Head Up","True",0,"male",5,"Pop",0,1727764,NULL
95,6,2011,"Ashton Shepherd","Look It Up","True",0,"female",7,"Country",2,7071598,NULL
70,31,2011,"Avenged Sevenfold","Not Ready To Die","True",0,"male",8,"Rock",2,1706294,NULL
60,623,2011,"Avicii","Levels","True",0,"#N/A",0,"Dance",0,5550835,NULL
68,140,2011,"Avril Lavigne","Smile","True",0,"female",7,"Pop",2,1677161,NULL
11,1406,2011,"Avril Lavigne","What The Hell","True",0,"female",6,"Pop",0,1677158,NULL
65,137,2011,"Avril Lavigne","Wish You Were Here","True",0,"female",5,"Pop",2,1677160,NULL
17,3997,2011,"AWOLNATION","Sail (Unlimited Gravity Remix)","True",3,"male",8,"Dance",0,5547879,"https://p.scdn.co/mp3-preview/9a7c9ece7575d0bce24d8a24c0f35f48853655cb?cid=635a94c846854eb29813825c79d704a2"
7,882,2011,"B.o.B","Strange Clouds","True",0,"male",5,"Rap/Hip hop",10,1969700,NULL
85,16,2011,"B.o.B","I Am The Champion","True",0,"male",7,"Rap/Hip hop",5,1632540,NULL
4,1835,2011,"Bad Meets Evil","Lighters","True",0,"male",8,"Rap/Hip hop",0,1727643,NULL
32,86,2011,"Bad Meets Evil","Fast Lane","True",0,"male",2,"Rap/Hip hop",0,1727638,NULL
86,28,2011,"Bella Thorne & Zendaya","Watch Me","True",0,"male",7,"Pop",0,1755157,NULL
50,608,2011,"Beyoncé","Party","True",0,"female",5,"Pop",0,5520743,NULL
57,56,2011,"Beyoncé","1+1","True",4,"female",8,"Pop",0,5520746,NULL
16,1196,2011,"Beyoncé","Best Thing I Never Had","True",0,"female",5,"Pop",0,5520751,NULL
71,279,2011,"Beyoncé","Countdown","True",0,"female",5,"Pop",0,5520744,NULL
20,648,2011,"Beyoncé","Love On Top","True",2,"female",4,"Pop",0,5520741,"https://p.scdn.co/mp3-preview/9a7675cc7f71c524af1397cf1675b61a8fbc74ed?cid=635a94c846854eb29813825c79d704a2"
29,472,2011,"Beyoncé","Run The World (Girls)","True",0,"female",7,"Pop",3,5520749,NULL
30,1019,2011,"Big Sean","My Last","True",0,"male",3,"Rap/Hip hop",10,1742922,NULL
32,961,2011,"Big Sean","Marvin & Chardonnay","True",0,"male",6,"Rap/Hip hop",0,1745345,NULL
10,1732,2011,"Big Sean","Dance (A$$)","True",0,"male",2,"Rap/Hip hop",10,1742913,NULL
98,3,2011,"Big Sean","High","True",0,"male",3,"Rap/Hip hop",0,1742916,NULL
79,22,2011,"Big Time Rush","Big Night","True",0,"male",4,"Pop",0,1594792,NULL
72,145,2011,"Big Time Rush","Boyfriend","True",4,"male",5,"Pop",0,1594787,"https://p.scdn.co/mp3-preview/6466ab8ef3c45f941b90c1bf4c1f4f59473ab739?cid=635a94c846854eb29813825c79d704a2"
58,449,2011,"Billy Currington","Love Done Gone","True",0,"male",6,"Country",0,1572986,NULL
68,33,2011,"Birdman","Y.U. MAD","True",0,"male",3,"Rap/Hip hop",10,1813248,NULL
57,44,2011,"Blake Shelton & Dia Frampton","I Won't Back Down","True",0,"duet",6,"Pop",0,1752064,NULL
63,44,2011,"Blake Shelton","Footloose","True",0,"male",6,"Pop",0,6174544,NULL
22,1587,2011,"Blake Shelton","God Gave Me You","True",0,"male",7,"Country",0,5492103,NULL
13,1478,2011,"Blake Shelton","Honey Bee","True",0,"male",5,"Country",0,5492119,NULL
88,13,2011,"Blink-182","After Midnight","True",0,"male",5,"Pop",0,1835599,NULL
65,52,2011,"Blink-182","Up All Night","True",0,"duet",6,"Rock",0,1835598,NULL
48,53,2011,"Bow Wow","Sweat","True",0,"male",8,"Rap/Hip hop",4,1851996,NULL
17,1322,2011,"Brad Paisley","Remind Me","True",0,"duet",3,"Country",2,1716755,NULL
38,723,2011,"Brad Paisley","Old Alabama","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,71,2011,"Brad Paisley","Camouflage","True",0,"male",5,"Country",0,1716754,NULL
58,457,2011,"Brad Paisley","This Is Country Music","True",3,"male",5,"Country",2,1716751,"https://p.scdn.co/mp3-preview/298fc939f4c134154b7874ca7b5bfdbb59d59fa9?cid=635a94c846854eb29813825c79d704a2"
50,662,2011,"Brantley Gilbert","Country Must Be Country Wide","True",0,"male",5,"Country",0,1517119,NULL
49,675,2011,"Brantley Gilbert","You Don't Know Her Like I Do","True",0,"male",5,"Country",0,1812736,NULL
32,807,2011,"Breathe Carolina","Blackout","True",0,"male",7,"Pop",0,1760820,NULL
88,13,2011,"Adam Hicks, Bridgit Mendler, Naomi Scott & Hayley Kiyoko","Breakthrough","True",2,"female",7,"Pop",4,5610957,"https://p.scdn.co/mp3-preview/cb9af41416965765682c16ac179e1cae641c1e69?cid=635a94c846854eb29813825c79d704a2"
51,87,2011,"Adam Hicks, Bridgit Mendler, Naomi Scott & Hayley Kiyoko","Determinate","True",0,"female",7,"Pop",0,5610966,NULL
89,12,2011,"Bridgit Mendler","Somebody","True",2,"female",7,"Pop",0,5610960,NULL
3,1989,2011,"Britney Spears","Till The World Ends","True",0,"female",5,"Pop",0,1687429,NULL
55,189,2011,"Britney Spears","Criminal","True",0,"female",6,"Pop",0,1687440,NULL
1,1054,2011,"Britney Spears","Hold It Against Me","True",0,"female",5,"Pop",2,1687430,NULL
7,1523,2011,"Britney Spears","I Wanna Go","True",0,"female",5,"Pop",3,1687432,NULL
3,2401,2011,"Bruno Mars","It Will Rain","True",0,"male",8,"Pop",0,1826173,NULL
78,34,2011,"Cage The Elephant","Shake Me Down","True",0,"male",8,"Rock",0,14810943,NULL
90,11,2011,"Casey Weston","Black Horse And The Cherry Tree (The Voice Performance)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,16,2011,"China Anne McClain","Calling All The Monsters","True",0,"female",7,"Pop",0,1836253,NULL
43,103,2011,"Chris Brown","Beautiful People (Feat. Benny Benassi)","True",0,"male",5,"Dance",0,5524815,NULL
26,93,2011,"Chris Brown","Next To You","True",0,"duet",7,"Pop",0,5524810,NULL
37,915,2011,"Chris Brown","Strip","True",0,"male",7,"R&B",4,2014334,NULL
6,2234,2011,"Chris Brown","Look At Me Now","True",0,"male",6,"Rap/Hip hop",9,5524823,NULL
77,175,2011,"Chris Brown","Wet The Bed","True",3,"male",7,"Pop",3,5524809,"https://p.scdn.co/mp3-preview/e43b2dfba5042f77b4745c74e34a39a41be2e9d5?cid=635a94c846854eb29813825c79d704a2"
27,1142,2011,"Chris Brown","She Ain't You","True",0,"male",8,"Pop",4,5524819,NULL
83,18,2011,"Chris Medina","What Are Words","True",4,"male",8,"Pop",0,1667680,"https://p.scdn.co/mp3-preview/91f32b9e73d7acfe908e05cb91326add37c11a08?cid=635a94c846854eb29813825c79d704a2"
36,953,2011,"Chris Young","Tomorrow","True",0,"male",3,"Pop",0,1754801,NULL
34,870,2011,"Chris Young","You","True",0,"male",6,"Country",0,1754805,NULL
74,27,2011,"Christina Aguilera & Beverly McClellan","Beautiful (The Voice Performance)","True",0,"duet",7,"Pop",0,7515367,NULL
31,1358,2011,"Christina Perri","A Thousand Years (Part 2)","True",0,"duet",5,"Pop",0,2102869,NULL
94,11,2011,"Christina Perri","Arms","True",3,"female",7,"Pop",0,5526341,NULL
7,2296,2011,"Cobra Starship","You Make Me Feel...","True",0,"male",7,"Pop",0,1797275,NULL
47,879,2011,"Colbie Caillat","Brighter Than The Sun","True",0,"female",6,"Pop",0,1754213,NULL
23,158,2011,"Colbie Caillat","I Do","True",0,"female",3,"Pop",0,1754214,NULL
77,24,2011,"Colbie Caillat","What If","True",0,"female",5,"Pop",0,1754217,NULL
20,356,2011,"Coldplay","Princess Of China (Live 2012)","True",0,"duet",4,"Pop",2,2113064,NULL
14,935,2011,"Coldplay","Every Teardrop Is A Waterfall","True",2,"male",7,"Rock",0,1846985,"https://p.scdn.co/mp3-preview/141f9b669c6a6875276962ce25f4b2d5f142d613?cid=635a94c846854eb29813825c79d704a2"
92,9,2011,"Coldplay","Major Minus","True",3,"male",5,"Pop",0,1743912,"https://p.scdn.co/mp3-preview/4e454fb09d09f6ec46601772cf41ae31bced037a?cid=635a94c846854eb29813825c79d704a2"
90,11,2011,"Coldplay","Moving To Mars","True",3,"male",4,"Pop",0,1743913,"https://p.scdn.co/mp3-preview/d9eabee1818724dcf5d740306bcf2c99a4678bd6?cid=635a94c846854eb29813825c79d704a2"
15,2043,2011,"Coldplay","Paradise","True",4,"male",8,"Pop",0,1846981,"https://p.scdn.co/mp3-preview/26462b5ccbae45673ca15b59b5c52a7d50103e50?cid=635a94c846854eb29813825c79d704a2"
84,72,2011,"Craig Campbell","Family Man","True",0,"male",6,"Country",0,1702333,NULL
83,94,2011,"Craig Campbell","Fish","True",0,"male",6,"Country",2,1702338,NULL
84,76,2011,"Darius Rucker","I Got Nothin'","True",0,"male",5,"Rock",0,7526329,NULL
41,149,2011,"Daughtry","Crawling Back To You","True",2,"male",6,"Pop",0,1834135,"https://p.scdn.co/mp3-preview/a1b6c689f2986e59bf390ea648e1629b08f9baab?cid=635a94c846854eb29813825c79d704a2"
14,1118,2011,"David Guetta","Where Them Girls At","True",0,"male",8,"Rap/Hip hop",0,5578230,NULL
81,20,2011,"David Guetta","Night Of Your Life","True",0,"female",7,"Dance",0,2064058,NULL
4,2067,2011,"David Guetta","Turn Me On (Sidney Samson Remix)","True",0,"female",7,"Dance",3,7438901,NULL
7,2437,2011,"David Guetta","Titanium","True",0,"female",8,"Dance",0,2064042,NULL
70,31,2011,"David Guetta","Little Bad Girl (Feat. Taio Cruz & Ludacris)","True",0,"male",8,"Dance",0,7755333,NULL
4,2470,2011,"David Guetta","Without You (Feat. Usher)","True",0,"male",7,"Pop",4,5578239,NULL
51,669,2011,"David Nail","Let It Rain","True",0,"male",6,"Country",0,1868818,NULL
69,32,2011,"Demi Lovato","Fix A Heart","True",0,"female",4,"Pop",0,1814282,NULL
10,526,2011,"Demi Lovato","Skyscraper","True",0,"female",7,"Pop",0,1814286,NULL
98,3,2011,"Demi Lovato","Unbroken","True",0,"female",5,"Pop",0,1814281,NULL
11,1452,2011,"Dev","In The Dark","True",0,"female",4,"Pop",0,5599497,NULL
57,101,2011,"Dia Frampton","Heartless (The Voice Performance)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
20,81,2011,"Dia Frampton","Inventing Shadows","True",0,"female",6,"Pop",0,1752065,NULL
54,59,2011,"Dia Frampton","Losing My Religion","True",0,"female",6,"Pop",0,1743898,NULL
39,781,2011,"Dierks Bentley","Am I The Only One","True",0,"male",5,"Country",2,1922588,NULL
44,608,2011,"Dierks Bentley","Home","True",0,"male",4,"Country",0,1922591,NULL
95,8,2011,"DJ Drama","Oh My","True",0,"male",7,"Rap/Hip hop",10,3014861,NULL
10,1775,2011,"DJ Khaled","I'm On One","True",0,"#N/A",4,"Rap/Hip hop",6,1762487,NULL
79,91,2011,"DJ Khaled","Welcome To My Hood (Remix)","True",0,"#N/A",0,"Rap/Hip hop",0,1762498,NULL
82,58,2011,"Don Omar & Lucenzo","Danza Kuduro","True",0,"male",5,"Dance",5,1675110,NULL
97,4,2011,"Don Omar","Taboo","True",0,"male",6,"Latin",0,1675105,NULL
4,1452,2011,"Dr. Dre","I Need A Doctor","True",0,"male",5,"Rap/Hip hop",10,1651912,NULL
89,12,2011,"Drake","We'll Be Fine","True",0,"male",2,"Rap/Hip hop",7,9977268,NULL
62,508,2011,"Drake","HYFR (Hell Ya Fucking Right) (feat. Lil Wayne)","True",0,"male",2,"Rap/Hip hop",10,5547291,NULL
14,2757,2011,"Drake","Motto, The","True",0,"male",2,"Rap/Hip hop",10,9977266,NULL
9,1274,2011,"Drake","Make Me Proud","True",0,"male",7,"Rap/Hip hop",7,1843348,NULL
7,2548,2011,"Drake","Take Care (feat. Rihanna)","True",0,"duet",5,"R&B",0,5547286,NULL
67,34,2011,"Drake","Hate Sleeping Alone","False",NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,2016,2011,"Drake","Headlines","True",0,"male",7,"Rap/Hip hop",5,7423611,NULL
21,836,2011,"Drake","Marvins Room","True",0,"male",3,"R&B",4,1768252,NULL
100,1,2011,"Drake","Shot For Me","True",0,"male",6,"R&B",0,5547287,NULL
89,12,2011,"Duck Sauce","Barbra Streisand","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,213,2011,"Easton Corbin","I Can't Love You Back","True",0,"male",7,"Country",0,1391531,NULL
83,69,2011,"Edens Edge","Amen","True",0,"female",6,"Country",0,9745662,NULL
30,1453,2011,"Eli Young Band","Crazy Girl","True",0,"male",6,"Country",0,1782463,NULL
2,3620,2011,"Ellie Goulding","Lights","True",4,"female",7,"Pop",0,1574222,NULL
74,60,2011,"Enrique Iglesias","I Like How It Feels","True",0,"male",4,"Pop",0,1823721,NULL
18,628,2011,"Enrique Iglesias","Dirty Dancer With Usher","True",0,"male",7,"Pop",2,1547542,NULL
40,897,2011,"Eric Church","Drink In My Hand","True",2,"male",4,"Country",2,1763818,NULL
53,630,2011,"Eric Church","Homeboy (Live)","True",NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,2,2011,"Evanescence","Lost In Paradise","True",0,"female",5,"Pop",0,1838179,NULL
68,33,2011,"Evanescence","What You Want","True",0,"female",7,"Rock",0,1838173,NULL
63,504,2011,"Fabolous","You Be Killin Em","True",0,"male",4,"Rap/Hip hop",10,1565775,NULL
82,19,2011,"Faith Hill","Come Home","True",0,"female",6,"Country",0,1873567,NULL
77,24,2011,"Five Finger Death Punch","Under And Over It","True",0,"male",4,"Rock",7,1836054,NULL
3,2948,2011,"Flo Rida","Good Feeling","True",0,"male",3,"Dance",10,5493381,NULL
72,310,2011,"Florence + The Machine","Shake It Out","True",0,"female",5,"Pop",0,1855303,NULL
91,10,2011,"Florence + The Machine","What The Water Gave Me (Demo)","True",0,"female",4,"Pop",0,1855317,NULL
68,151,2011,"Foo Fighters","Rope","True",0,"male",6,"Rock",3,1690943,NULL
83,132,2011,"Foo Fighters","Walk","True",0,"male",6,"Pop",0,1690945,NULL
3,2797,2011,"Foster The People","Pumped Up Kicks","True",0,"male",7,"Pop",4,1716188,NULL
82,53,2011,"Frank Ocean","Novacane","True",0,"male",4,"R&B",0,5553539,NULL
